SubjectID	Weight	gender	age	educ	work
1585271561337047779	2437.14005153672	2	54	3	1
1585271561337051403	2966.640354479563	1	50	3	2
1729390231323623168	24712.56129607914	1	20	2	2
2449965110012012939	4666.704555441276	2	62	3	2
4476591466642187584	30909.88333831885	2	24	2	1
4611692333961081355	3573.7224426609646	1	60	3	1
6052843423965704831	3866.4021299211313	2	47	3	2
6133915128677098369	30319.31703655873	1	24	2	1
6341074104264851951	4041.615293874779	2	47	3	1
6341074104264854558	9094.952126071032	2	72	3	2
6629304165209878810	4617.909334292595	2	54	3	1
7719985987494662016	10966.932882058922	1	49	2	2
7926341023773842770	3679.5021691060324	2	42	2	2
8718975680720347015	5801.8173011846	2	57	3	1
9079262716412839280	7068.6224803624855	2	40	3	1
1585271561336806635	5809.87372063867	2	44	3	1
1585271561337009397	4345.5528102228545	2	41	3	2
1585271561337015499	19076.228251063876	2	38	2	2
1585271561337040137	7903.9536964333065	1	47	3	1
1801445294713301096	29558.037211104518	2	52	2	1
3756012921813451279	4131.24336089581	1	63	3	1
3756131928285983680	17357.604833042493	1	56	2	2
5917815762090625536	6810.203569501613	2	57	3	1
6341074104264852642	14594.194604558148	2	40	3	1
8286630365325216256	12143.131738785736	2	39	3	2
9016218641340748225	6149.940242501927	2	48	3	1
5034735005845	2160.9936132854073	1	49	3	1
5034735005915	2126.173483841043	2	45	3	1
5034735006482	1841.0955924583927	2	48	3	2
5034735006951	4254.813132410512	1	61	3	2
5034735007357	3315.4602291349124	2	42	3	1
9018474210548998	2891.595644554632	2	46	3	1
1585271561336590094	4423.914362395623	2	50	3	1
1585271561336716435	6016.522922238753	2	.	3	1
1585271561336765676	2160.9936132854073	1	45	3	1
1594284945847356872	38552.19353195276	2	18	2	2
1810455936995144129	4269.367612080581	1	52	2	1
2305848744076622760	2696.699279345558	1	41	3	1
2810263319524575745	5708.036681126557	1	40	2	1
5269224077618132288	6438.840513075551	2	44	3	1
6341072931965191560	8756.822209049424	2	38	3	1
6341072931965192500	11886.545126107252	2	52	2	1
6494203314499069889	25305.060487749946	1	16	2	2
2377917722119370497	6235.815710807376	1	28	3	1
5413337214202458733	9873.907520254854	2	31	2	1
6052843423965704118	14447.074393549183	2	35	2	1
1585271561336614480	2282.9616465420254	1	64	3	1
1585271561336615069	2728.5080047243932	1	42	3	1
1585271561336649106	3083.555558904106	1	65	3	2
1585271561336652523	2251.82545598434	2	55	3	1
1585271561336778276	16240.005289123292	2	50	2	1
1585271561336859609	2091.399601145243	2	40	3	1
1585271561336926391	2112.7998885395436	2	69	3	2
1585271561336929494	5688.9510099157915	2	56	2	1
1585271561336940145	2026.3047359069546	2	46	3	1
1585271561337026485	2028.3078679032087	2	49	3	1
2738194092690289094	13975.054617615775	1	18	2	2
6566258848326449833	2607.344018205265	1	35	3	1
6629304165209876745	2007.8587535282963	1	43	3	1
7421937898647071636	2862.286819114518	2	59	3	1
9079264895077392192	15688.628748349574	1	18	2	1
432351254888982689	4172.763065105244	1	44	3	1
441361688982364481	10897.275586473743	1	26	3	1
1369100607782064477	6365.730589068114	2	37	3	2
1585271561336632670	2543.924499287323	1	41	3	1
1585271561336883877	3439.80378729714	1	50	3	1
1585271561336890837	9068.076576036761	1	28	3	1
1585271561336899178	4116.510060093841	2	61	2	2
1585271561336916470	3156.7195874784165	1	71	3	2
1585271561336964590	7252.826313437989	1	31	3	1
1585271561337028485	4018.2667666161683	2	46	2	1
1585271561337034912	5803.288114756742	2	39	2	2
1585271561337044550	12794.479726087397	2	79	3	2
2305848854728060002	6811.703686498163	1	37	2	1
6133915128677098245	9070.084782926571	2	36	2	1
6341074104264854447	3061.8261134638415	2	63	3	2
6629304165209877649	2957.5701673779945	2	36	3	1
6629304165209878868	5850.156109430323	1	53	2	1
7214778265081628865	7173.8729415852	2	57	2	1
8367712674363795392	4361.039212761439	1	54	3	1
8935147025123497543	5128.680693097841	2	44	2	1
514446447261242304	37869.30972475387	1	16	2	2
1008811907659198257	44494.68302386915	2	30	2	1
1585271561336662224	16467.93636305969	1	57	2	1
1585271561336928870	16467.93636305969	1	56	2	1
1585271561336939431	9206.831083025392	1	59	3	1
2233792637557837506	29936.663115365427	1	34	2	1
2305848744076622240	18524.089054207794	2	41	2	1
3107495819638266688	22573.878743181005	1	36	2	1
3747000846077164554	25637.089687045194	2	62	2	1
4333163606915318208	16395.658993346733	1	36	2	1
4620705515620635074	25702.382896309584	1	41	2	1
5260210116220431661	7529.292354010862	2	41	3	1
6341074104264849291	15726.990579713038	1	52	2	1
7926341023773842837	5802.518753581383	1	57	3	1
8079471306778780160	18158.43422321939	2	35	2	1
5034735006167	7762.929098469371	1	43	2	1
5034735006197	2160.9936132854073	1	53	3	1
5034735006397	4423.914362395623	2	45	3	1
1585271561336854607	2044.9018945138582	1	72	3	2
1585271561336926777	2277.9430700039893	2	46	3	1
1585271561337006324	3270.4142431387686	2	61	3	1
1585271561337050556	3098.002260787947	2	45	3	1
2305848744076623166	2643.237808636453	2	59	3	2
3747002051529436418	2044.9018945138582	1	67	3	2
5341280421956771792	2044.9018945138582	1	68	3	2
5548440520018748293	2889.193888436818	1	42	3	1
6133915128677058561	2710.7107211597922	1	55	3	1
6133915128677064512	4447.762919263505	2	60	3	1
1585271561336897039	4094.5617973353396	1	36	3	1
1585271561337044480	4094.5617973353396	1	43	3	1
1945561669738689285	1101.1690682036503	1	45	3	1
5413337214202460504	1341.3124487026819	1	65	3	2
288237581944938752	20940.541903041827	1	36	2	2
360293909705804930	7620.262579442398	2	71	3	2
792639191900656752	21241.295228887604	2	21	-2	2
1585271561336678840	7474.895628655822	1	43	2	1
1585271561336744435	3913.459434903375	2	37	3	1
1585271561336804621	1625.4142808255374	2	74	3	2
1585271561336816169	4453.665404845548	2	39	3	1
1585271561336885743	6051.123905577216	2	73	2	2
1585271561336896537	3931.724503894343	2	59	3	2
1585271561336932913	21846.241633849182	2	66	2	2
2305848744076622740	1560.4130766400165	2	45	3	1
5413337214202462712	6935.893824593615	2	24	3	1
6052843423965704442	2631.9913786796697	1	51	3	1
6341072931965192431	7725.751356446943	1	33	3	1
6494697521405213568	11580.577057999246	1	15	2	2
360293909705804557	5936.750496022771	2	48	2	2
1297043069040642158	3384.9059940591824	1	59	3	2
1522228125953157002	2803.1014702219272	1	71	3	2
1585271561336627208	7190.3208539450725	1	48	2	1
1585271561336729469	2632.44619107393	1	39	3	1
1585271561336827897	4257.214285755319	2	71	3	2
1585271561336860315	3480.253631401164	1	45	3	1
1585271561336913604	2745.3660355118886	2	41	3	1
1585271561336994273	5580.908350126023	1	71	2	2
1585271561336997106	5410.771917069721	2	37	2	1
1585271561337040711	3548.2088646994926	1	49	3	
1585271561337053838	2940.1749126024	1	47	2	1
2305848744076622552	6725.4115622737145	2	45	2	2
2449965756977096704	4291.438897217579	1	70	3	2
4107288661434714455	6043.889220631429	1	63	3	1
4692759896965143362	4690.599922107115	1	64	2	2
5044038672326262466	30909.88333831885	2	23	3	2
5332267584642577236	30909.88333831885	2	16	2	2
6052843423965704096	4172.763065105244	1	38	3	1
6341074104264850477	4876.332776204996	2	41	2	1
6341074330978176210	3615.9581484110013	1	40	3	1
6629304165209878812	3906.6453363855576	2	47	3	2
6629304165209878832	4588.53935758838	2	37	3	2
6629304165209879222	6393.607721052265	2	42	3	1
8801324245825522624	3757.8305473617456	1	43	3	2
8935147025123496477	23647.86377281598	2	24	3	1
936754186446804199	10610.27006663178	2	37	3	1
1585271561336917178	8725.648027346828	1	51	2	1
1585271561336948832	6342.593868001785	1	53	3	1
1585271561337010470	9360.131525220631	1	42	3	1
1585271561337033268	4299.393717447708	2	49	3	1
1585271561337045538	6151.0320278423615	2	49	2	1
6341074104264849939	14484.11535933536	1	47	2	1
6629304165209876670	7478.368829557541	2	64	3	1
6638461308128423936	10196.992659059262	1	41	3	1
6701361217345429219	5872.397972026726	1	38	3	1
7358893679870289858	11911.481955577463	1	66	2	2
5034735006818	2889.193888436818	1	38	3	1
1585271561336655000	2160.9936132854073	1	49	3	1
1585271561336830013	5806.339363141905	1	52	2	1
1585271561337014849	4254.813132410512	1	69	3	2
3972186870678209728	3315.4602291349124	2	44	3	1
4827866083748758976	2530.107680734748	1	60	3	1
6052843423965704525	6182.119354342569	1	30	3	1
6205971677594288269	6438.840513075551	2	39	3	1
1585271561336628159	4094.5617973353396	1	39	3	1
1585271561336646234	2858.281256458102	1	36	3	1
2748652758778676288	2647.249658303468	1	59	3	1
144121238185983643	21163.515441689557	2	23	2	2
1585271561336647497	1662.1902454863725	1	43	3	1
1585271561336656962	4082.405974285822	2	32	3	1
1585271561336703601	2294.3079687553527	2	50	3	2
1585271561336704513	1734.081663810601	2	55	3	1
1585271561336707219	11670.962382160087	2	33	3	1
1585271561336716323	2044.3519947007899	1	47	3	2
1585271561336726317	3696.402261160903	2	62	3	1
1585271561336926864	2523.831369273247	2	37	3	1
1585271561337031174	6059.23941436884	1	61	3	1
1585271561337033853	2319.397237266382	1	52	3	1
1585271561337044290	2028.3078679032087	2	50	3	1
2305848744076623090	2026.3047359069546	2	52	3	1
2819265587255202752	1662.1902454863725	1	41	3	1
5332267584642577353	13493.814248499342	2	20	2	1
6052843423965704136	2091.399601145243	2	40	3	1
6341074104264852065	6441.383373694077	2	64	2	2
8286630956996229248	6738.446668535294	2	25	3	1
8800515364713158016	12672.52490361848	1	59	2	1
1297043019275485381	11618.610647389814	2	32	3	1
1585271561336632720	4720.498876545412	1	37	3	1
1585271561336713426	4340.280337122146	1	40	2	1
1585271561336801683	6799.862240390002	2	63	2	1
1585271561336877575	3843.3557658298546	2	73	3	2
1585271561336919177	5048.226140771679	2	72	2	2
1585271561336975155	11129.946704860364	2	65	2	2
1585271561337000923	1931.8677086449281	1	49	3	1
1585271561337012461	4598.339140471215	2	38	3	1
1585271561337023785	3397.3979033018463	2	63	3	2
2305848744076622494	7173.8729415852	2	63	2	1
4764817325728907200	29828.72450813387	1	24	2	1
5774192480612341120	13671.382272126644	2	33	2	1
6052843423965704644	4552.759842181774	2	36	3	1
6341074104264850166	2964.018234692931	1	41	3	2
6341074104264854326	5128.680693097841	2	39	2	1
8801657971738281024	6393.607721052265	2	42	3	1
432351254888982865	19464.83394315197	1	47	2	1
947450717529186368	17861.470140499205	2	61	3	1
1585271561336901015	8935.024361073396	1	53	2	1
1585271561336928989	11673.236185417549	2	56	3	1
1585271561337037325	20343.597232034157	1	45	2	1
1585271561337039400	9057.09660429536	1	52	2	1
1585271561337040776	16395.658993346733	1	40	2	1
1729389788952566784	8159.5134699598775	1	45	2	2
2531035034179892611	19358.30546473206	1	40	2	
6566258848326417961	16383.983121700652	1	67	2	2
6629304165209877858	7110.5695413331805	2	43	3	1
7647124044962418176	10503.752619095396	1	44	2	1
9016215362907417473	55172.95486648001	1	28	2	1
5034735006638	2643.237808636453	2	70	3	2
5034735007567	3175.7698701816485	1	43	3	2
81075675645922112	4269.367612080581	1	50	2	1
432351254888983498	5327.734655011401	1	42	2	1
2305848744076622598	2044.9018945138582	1	60	3	2
3395726566295373953	2710.7107211597922	1	56	3	1
5413337214202460785	2696.699279345558	1	44	3	1
5918018133289817536	10400.568688640496	1	57	2	1
6989594081834768130	2160.9936132854073	1	46	3	1
360293909705804178	1302.6029038024537	1	40	3	1
864698782148114241	2952.67342223042	2	51	3	1
1585271561336629898	2647.249658303468	1	61	3	1
1585271561336678425	4094.5617973353396	1	44	3	1
1585271561337045832	2841.844774415302	1	28	3	1
9007206399707354304	2887.0076514178313	2	40	3	2
153133037440528812	9498.063664486814	2	22	3	1
432351254888982868	2254.0515296547646	2	55	3	1
1585271561336695611	3576.6507641404455	1	50	3	1
1585271561336704332	2181.027538766761	1	49	3	1
1585271561336803344	5450.485602568311	2	51	2	2
1585271561336860619	2112.7998885395436	2	.	3	2
1585271561336988152	3576.6507641404455	1	53	3	1
1585271561337051986	7785.903121373501	2	44	2	1
2738194092690289023	3739.246653014941	1	45	2	1
5332267584642577128	12635.724164351484	2	16	2	2
5413337214202464232	14166.916434286228	2	67	2	2
6052843423965704266	5859.662533024619	1	53	2	1
6341072931965192469	2026.3047359069546	2	49	3	1
6341074104264852184	2319.397237266382	1	49	3	1
6495744826026523584	2089.334160526338	2	43	3	1
6701361217345429885	2251.82545598434	2	60	3	1
360293909705804890	20901.396017255105	2	62	2	1
648524241621891014	3384.9059940591824	1	75	3	2
1585271561336678240	4930.734355068643	2	43	3	1
1585271561336700585	5102.310574010398	2	43	3	1
1585271561336888100	12358.894298530025	2	58	2	1
1585271561336900233	2473.93726371225	1	48	3	1
1585271561336949089	5413.141854932369	2	73	2	2
1585271561337019174	4614.356386113666	1	46	2	1
2305848744076623146	3846.194379076168	2	62	3	1
2531035034179892865	3050.568069803703	1	68	3	2
3747000630363941053	17708.589980876757	2	25	3	1
5116095829525861642	4527.479571917004	1	71	3	2
6052843423965704425	6879.898075165353	1	43	2	1
6052843423965704516	2017.3398239556154	1	50	3	1
6052843423965704744	30909.88333831885	2	34	3	1
7791238171348798535	10897.275586473743	1	27	3	1
360292886711887492	33973.01474468053	1	27	2	1
360293909705805043	9318.78382182765	2	39	3	1
936754186446803911	12303.874411596546	2	76	3	2
1585271561336970119	6662.303658676444	2	51	3	1
2305848744076622553	12589.374969893923	2	50	2	2
3613545821360173952	7529.292354010862	2	40	3	1
3683953663378096962	9884.166106095474	1	72	2	2
5332267584642577432	69158.74986907536	1	17	2	2
6061857838745044801	75167.04375958495	2	21	2	2
6341074104264852840	18150.82297010485	2	64	2	1
7277824762114536512	9244.908257867528	2	40	3	1
7421939325345057984	4250.233722651868	1	68	3	2
7782225973962771513	29558.037211104518	2	52	2	1
8511816047093358209	11772.395488739105	2	64	3	2
5034735007990	5264.377433110125	1	62	3	1
1306055321721055704	25305.060487749946	1	17	2	2
1585271561337047586	3315.4602291349124	2	36	3	1
2891322136194116166	3686.5662066262544	1	64	3	1
5548440520018748239	2160.9936132854073	1	51	3	1
8935148650840702017	5222.1134860563325	2	55	2	2
3756012921813451457	4094.5617973353396	1	44	3	1
6341072931965192322	2061.1658870786873	2	50	3	1
72064921482246401	5273.074124737457	2	78	3	2
1585271561336785553	2112.7998885395436	2	77	3	2
1585271561336786948	3277.370289154985	2	35	3	1
1585271561336989821	2447.6943673292562	2	52	3	1
1585271561337042920	2427.180258465894	1	49	3	1
2305848744076622979	2178.8735826949273	1	47	3	1
2531033574337167391	14756.385252237798	2	41	2	1
2603227168497131008	10563.845822844813	2	52	2	2
2676753599477250752	18791.973305165335	1	23	2	1
3179552810944264775	3509.203288049277	1	65	3	2
4899923860266248256	2251.82545598434	2	62	3	1
6341074104264852459	15433.348711301142	2	47	2	1
6782432877799018112	2139.898333687521	1	70	3	2
792640214893377792	28478.177586907426	1	19	2	2
1585271561336667150	8936.912152730405	1	57	2	1
1585271561336681102	7224.559577211003	1	42	2	1
1585271561336693296	4968.963511454584	1	59	3	1
1585271561336698999	3843.3557658298546	2	55	3	2
1585271561336750274	3832.0522878402776	1	61	3	1
1585271561336820028	5413.141854932369	2	68	2	2
1585271561336901903	2977.9930213261005	1	39	3	1
1585271561336970961	3219.770430148743	2	49	3	1
1585271561336972670	9104.60332005814	2	33	2	2
1585271561336989592	10957.046506866938	1	34	3	1
1585271561336994591	4351.063303170404	2	57	3	1
1585271561337002677	2372.431113319159	1	39	3	1
1585271561337013050	3624.392185763868	2	49	2	2
1585271561337039711	18966.457415385397	2	26	2	1
2170908866400875072	6021.318148106835	1	43	2	1
2305848854728059859	25553.58465495489	2	29	2	1
2377906299442910851	5350.45070132172	2	41	3	1
2522022820172098945	16154.710749637996	2	27	3	1
3314654999816724561	12496.93966515906	2	41	2	1
3467945133128397184	11680.576041853048	2	43	2	1
4467576858342743315	7149.212010438447	1	65	2	2
5044038169132515266	16201.930406876243	2	31	2	1
6341074104264850115	6730.378794950239	2	47	2	1
6341074104264850260	7578.8397250205035	1	61	3	2
6341074104264853255	14079.9621458935	1	35	2	1
6341074104264854070	5043.008095183306	2	43	3	1
6629304165209876498	4038.8767585778533	2	61	3	1
6701361217345430210	3247.1044191742303	1	53	2	2
9007204939872883049	11562.463927014633	1	36	2	1
792639191900656757	16235.002784790991	2	41	3	1
1585271561336913206	3917.78153965026	2	86	3	2
1585271561337021246	9411.826605188384	2	50	2	1
2100037472936737600	5142.31539479455	1	40	3	1
2305848744076623890	16111.382556951097	2	60	2	1
4045479550720273536	7355.672558608566	1	42	3	1
5053818933315243008	4434.07694272417	1	51	3	1
5918273158927809088	49076.64398098402	1	15	2	2
6052843423965704075	6098.975934383882	1	47	3	1
6341074104264849841	12917.31201025095	1	42	3	1
6629304165209878307	6227.862260189117	1	53	3	1
7070710624249749952	15527.203515831909	2	57	3	1
7503010266935193344	8182.662196084648	1	44	3	1
8223585134570191040	12014.145630690797	2	47	3	1
8718974580309866927	11911.481955577463	1	84	2	2
5034735004737	8740.10759740987	2	48	2	1
5034735006272	3503.861522974984	2	60	3	1
5034735007740	2696.699279345558	1	38	3	1
360293909705804294	2643.237808636453	2	69	3	2
369308153052294465	38552.19353195276	2	23	3	1
1008813765626959171	2643.237808636453	2	66	3	2
1585271561336590751	3270.4142431387686	2	57	3	1
1585271561336717259	2530.107680734748	1	60	3	1
1585271561336728399	3315.4602291349124	2	44	3	1
1585271561337051870	8291.391012417582	1	50	2	1
3036936038669053056	2696.699279345558	1	40	3	1
3251610753352905345	16610.638150007264	1	26	2	1
6269018135925797186	3984.917941588226	1	50	2	1
6701361217345429395	12720.896987790617	2	44	2	1
1233998501833438080	4380.314247139442	1	60	2	1
1585271561336766380	3134.6270141229757	2	59	3	1
1585271561336917962	2061.1658870786873	2	50	3	1
7421937771504245228	17206.870076973653	2	17	2	2
1585271561336856243	3277.370289154985	2	40	3	1
1585271561336872859	2769.557968931628	1	48	3	1
1585271561337035313	2427.180258465894	1	51	3	1
5341282749928416704	18147.578855983946	1	15	2	2
6341074104264849369	2523.831369273247	2	41	3	1
6701361217345428710	4139.271065025337	1	42	3	2
369308153052294144	19973.9787100362	1	17	2	2
1585271561336694429	4757.803631016003	1	60	3	1
1585271561336703460	4401.162528059087	2	50	3	1
1585271561336809545	3519.7827114378106	2	44	3	2
1585271561336900937	13245.869725578379	1	34	2	1
1585271561336949050	8291.901765229806	2	33	3	1
1585271561337025775	6600.904388289323	2	33	3	2
2522022820172099393	2207.0223411351412	2	62	3	2
4611691438142762195	2479.47581814094	1	50	3	1
5188164337494697408	7056.988368313289	1	41	3	1
6052843423965704881	2683.847184796249	1	40	3	1
6629304165209878365	5463.5082240210195	2	44	3	1
7926341023773842771	12756.672085621083	1	34	3	1
8800330646759669248	12986.836152653967	2	45	2	1
8935147025123496078	6035.434917003883	2	38	2	2
